TradeName,ScientificName,Matched_Kaggle_Name,Match_Score,Chemical Class,Therapeutic Class,sideEffect,substitute,use,Scientific_clean,Matched_clean,fuzzy_token,Confidence
CLARAZOLE 2% CREAM,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
CLARAZOLE 2% SHAMPOO,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
DROF 2% SHAMPOO,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
KENAZOLE 2% CREAM,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
KENAZOLE 2% SHAMPOO,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
NIZORAL 200MG TAB,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
NIZORAL CREAM 2%,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
NIZORAL SHAMPOO,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
PHILAZOLE 2% W-W SHAMPOO,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
PHILAZOLE 2%W-W(20MG-GM)TOPICAL CREAM,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
VAVO 2% SHAMPOO,KETOCONAZOLE,davaindia ketoconazole 2% cream,5.714353084564209,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketoconazole,davaindia ketoconazole 2% cream,55.81395348837209,Medium
ASMAFORT 1MGTAB,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
ASMAFORT 1MG\5ML SYRUP,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
Fenobat,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
GLODITEN 1MG TABLETS,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
GLODITEN 1MG\5ML SYRUP,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
HISTOFEN SYRUP 1MG/5ML,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
KETONIL 1MG-5ML SYRUP,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
Keta,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
PROFILAR 1MG/5ML SYRUP,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
TEFANYL 1 MG TABLETS,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
TEFANYL 1MG\5ML SYRUP,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
ZADITEN 0.25 MG - ML SINGLE DOSE UNIT,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
ZADITEN 0.25 MG-ML EYE DROPS,KETOTIFEN,ketofen 2% cream,3.230424165725708,Azole derivatives {Imidazoles},DERMA,"Skin peeling ; Application site reactions (burning, irritation, itching and redness) ; Nausea ; Vomiting ; Abdominal pain ; Increased liver enzymes ; Application site redness ; Itching ; Diarrhea ; Abnormal liver function tests ; Adrenal insufficiency ; Application site burning",Ketoberg Cream ; Ketostar Cream ; Uroketo 2% Cream ; Ketoscalp Cream ; Konaz Antifungal Cream,Fungal skin infections,ketotifen,ketofen 2% cream,56.00000000000001,Medium
COMP.SOD.LACTATE INJ,LACTATE SODIUM,sodium lactate 5% infusion,5.588775634765625,Sodium Salt of Lactic Acid,OPHTHAL,"Injection site reactions (pain, swelling, redness)",,Short term fluid replacement after trauma,lactate sodium,sodium lactate 5% infusion,70.0,Medium
COMPOUND SODIUM LACTATE INFUSION,LACTATED RINGER(S),ringer lactate r injection,5.074173927307129,,BLOOD RELATED,"Injection site reactions (pain, swelling, redness)",,Short term fluid replacement after trauma ; Treatment of Dehydration,lactated ringer(s),ringer lactate r injection,63.63636363636363,Medium
LACTATED RINGER'S INJ,LACTATED RINGER(S),ringer lactate r injection,5.074173927307129,,BLOOD RELATED,"Injection site reactions (pain, swelling, redness)",,Short term fluid replacement after trauma ; Treatment of Dehydration,lactated ringer(s),ringer lactate r injection,63.63636363636363,Medium
LACTATED RINGERS,LACTATED RINGER(S),ringer lactate r injection,5.074173927307129,,BLOOD RELATED,"Injection site reactions (pain, swelling, redness)",,Short term fluid replacement after trauma ; Treatment of Dehydration,lactated ringer(s),ringer lactate r injection,63.63636363636363,Medium
LACTATED RINGERS INJ,LACTATED RINGER(S),ringer lactate r injection,5.074173927307129,,BLOOD RELATED,"Injection site reactions (pain, swelling, redness)",,Short term fluid replacement after trauma ; Treatment of Dehydration,lactated ringer(s),ringer lactate r injection,63.63636363636363,Medium
LACTATED RINGERS INJ.,LACTATED RINGER(S),ringer lactate r injection,5.074173927307129,,BLOOD RELATED,"Injection site reactions (pain, swelling, redness)",,Short term fluid replacement after trauma ; Treatment of Dehydration,lactated ringer(s),ringer lactate r injection,63.63636363636363,Medium
LACTATED RINGERS INJECTION,LACTATED RINGER(S),ringer lactate r injection,5.074173927307129,,BLOOD RELATED,"Injection site reactions (pain, swelling, redness)",,Short term fluid replacement after trauma ; Treatment of Dehydration,lactated ringer(s),ringer lactate r injection,63.63636363636363,Medium
RINGER LACTATE 500ML,LACTATED RINGER(S),ringer lactate r injection,5.074173927307129,,BLOOD RELATED,"Injection site reactions (pain, swelling, redness)",,Short term fluid replacement after trauma ; Treatment of Dehydration,lactated ringer(s),ringer lactate r injection,63.63636363636363,Medium
ARAVA 10MG FILM COATED TABLETS,LEFLUNOMIDE,leflunomide 20mg tablet,6.861754894256592,Isoxazole Derivative,PAIN ANALGESICS,Nausea ; Headache ; Rash ; Diarrhea ; Increased liver enzymes ; Respiratory tract infection ; Dyspepsia,Rumalef 20 Tablet ; Lefron 20mg Tablet ; Arava 20mg Tablet ; Lefmaa 20 Tablet ; Immulef 20 Tablet,Rheumatoid arthritis ; Psoriatic arthritis,leflunomide,leflunomide 20mg tablet,64.70588235294117,Medium
ARAVA 20MG FILM COATED TABLETS,LEFLUNOMIDE,leflunomide 20mg tablet,6.861754894256592,Isoxazole Derivative,PAIN ANALGESICS,Nausea ; Headache ; Rash ; Diarrhea ; Increased liver enzymes ; Respiratory tract infection ; Dyspepsia,Rumalef 20 Tablet ; Lefron 20mg Tablet ; Arava 20mg Tablet ; Lefmaa 20 Tablet ; Immulef 20 Tablet,Rheumatoid arthritis ; Psoriatic arthritis,leflunomide,leflunomide 20mg tablet,64.70588235294117,Medium
RHEUFACT 10MG FILM COATED TABLETS,LEFLUNOMIDE,leflunomide 20mg tablet,6.861754894256592,Isoxazole Derivative,PAIN ANALGESICS,Nausea ; Headache ; Rash ; Diarrhea ; Increased liver enzymes ; Respiratory tract infection ; Dyspepsia,Rumalef 20 Tablet ; Lefron 20mg Tablet ; Arava 20mg Tablet ; Lefmaa 20 Tablet ; Immulef 20 Tablet,Rheumatoid arthritis ; Psoriatic arthritis,leflunomide,leflunomide 20mg tablet,64.70588235294117,Medium
RHEUFACT 20MG FILM COATED TABLETS,LEFLUNOMIDE,leflunomide 20mg tablet,6.861754894256592,Isoxazole Derivative,PAIN ANALGESICS,Nausea ; Headache ; Rash ; Diarrhea ; Increased liver enzymes ; Respiratory tract infection ; Dyspepsia,Rumalef 20 Tablet ; Lefron 20mg Tablet ; Arava 20mg Tablet ; Lefmaa 20 Tablet ; Immulef 20 Tablet,Rheumatoid arthritis ; Psoriatic arthritis,leflunomide,leflunomide 20mg tablet,64.70588235294117,Medium
ARPEK 250 mg film-coated tablet,LEVETIRACETAM,davaindia levetiracetam 750mg tablet,7.157344818115234,Pyrrolidinone & Acetamide Derivative,NEURO CNS,Sleepiness ; Dizziness ; Fatigue ; Headache ; Decreased appetite ; Behavioral changes ; Aggressive behavior ; Irritation ; Agitation ; Nasal congestion (stuffy nose) ; Infection,Levepsy 750 Tablet ; Seiz-Free 750mg Tablet ; Verocet 750mg Tablet ; Levacetam 750mg Tablet ; Levipil 750 Tablet,Treatment of Epilepsy/Seizures,levetiracetam,davaindia levetiracetam 750mg tablet,53.06122448979591,Medium
ARPEK 500 mg film-coated tablet,LEVETIRACETAM,davaindia levetiracetam 750mg tablet,7.157344818115234,Pyrrolidinone & Acetamide Derivative,NEURO CNS,Sleepiness ; Dizziness ; Fatigue ; Headache ; Decreased appetite ; Behavioral changes ; Aggressive behavior ; Irritation ; Agitation ; Nasal congestion (stuffy nose) ; Infection,Levepsy 750 Tablet ; Seiz-Free 750mg Tablet ; Verocet 750mg Tablet ; Levacetam 750mg Tablet ; Levipil 750 Tablet,Treatment of Epilepsy/Seizures,levetiracetam,davaindia levetiracetam 750mg tablet,53.06122448979591,Medium
EFRAM XR 500 mg TABLET,LEVETIRACETAM,davaindia levetiracetam 750mg tablet,7.157344818115234,Pyrrolidinone & Acetamide Derivative,NEURO CNS,Sleepiness ; Dizziness ; Fatigue ; Headache ; Decreased appetite ; Behavioral changes ; Aggressive behavior ; Irritation ; Agitation ; Nasal congestion (stuffy nose) ; Infection,Levepsy 750 Tablet ; Seiz-Free 750mg Tablet ; Verocet 750mg Tablet ; Levacetam 750mg Tablet ; Levipil 750 Tablet,Treatment of Epilepsy/Seizures,levetiracetam,davaindia levetiracetam 750mg tablet,53.06122448979591,Medium
